x,y
1372.0,0.78502539
1373.0,0.79982371
1374.0,0.79948679
1375.0,0.73766765
1376.0,0.75706577
1377.0,0.75283401
1378.0,0.77553942
1379.0,0.76798801
1380.0,0.71714965
1381.0,0.72764471
1382.0,0.73788598
1383.0,0.73700103
1384.0,0.70364293
1385.0,0.73529
1386.0,0.75111056
1387.0,0.62691891
1388.0,0.74938214
1389.0,0.66255976
1390.0,0.66644306
1391.0,0.74233141
1392.0,0.61915621
1393.0,0.60833759
1394.0,0.67933206
1395.0,0.69579888
1396.0,0.60302404
1397.0,0.67935005
1398.0,0.74057447
1399.0,0.69974088
1400.0,0.60576582
1401.0,0.69636669
1402.0,0.72237457
1403.0,0.67640854
1404.0,0.61090664
1405.0,0.61567101
1406.0,0.69250108
1407.0,0.67116331
1408.0,0.61354784
1409.0,0.67930699
1410.0,0.63510507
1411.0,0.66097339
1412.0,0.59684782
1413.0,0.60842518
1414.0,0.61516253
1415.0,0.61944422
1416.0,0.64067272
1417.0,0.61165714
1418.0,0.61852266
1419.0,0.57479395
1420.0,0.55956558
1421.0,0.63261605
1422.0,0.57903905
1423.0,0.60527108
1424.0,0.60223656
1425.0,0.54167033
1426.0,0.59359681
1427.0,0.57446399
1428.0,0.52933074
1429.0,0.553918
1430.0,0.56046494
1431.0,0.56498631
1432.0,0.53760244
1433.0,0.54010666
1434.0,0.55293377
1435.0,0.56748204
1436.0,0.52166951
1437.0,0.54314146
1438.0,0.48572611
1439.0,0.52070823
1440.0,0.52556363
1441.0,0.54593
1442.0,0.51429102
1443.0,0.51246699
1444.0,0.51340019
1445.0,0.49404828
1446.0,0.47261989
1447.0,0.50806721
1448.0,0.49111092
1449.0,0.47394228
1450.0,0.4506628
1451.0,0.4652357
1452.0,0.52333253
1453.0,0.47201312
1454.0,0.50234656
1455.0,0.4736055
1456.0,0.46350396
1457.0,0.42318738
1458.0,0.3997578
1459.0,0.43453952
1460.0,0.44217196
1461.0,0.44023588
1462.0,0.39554899
1463.0,0.46473099
1464.0,0.43941986
1465.0,0.41944289
1466.0,0.42309911
1467.0,0.38720199
1468.0,0.38611761
1469.0,0.36002531
1470.0,0.3635383
1471.0,0.40700074
1472.0,0.33444812
1473.0,0.40649642
1474.0,0.37224219
1475.0,0.3723914
1476.0,0.37861291
1477.0,0.37801301
1478.0,0.3964947
1479.0,0.34345377
1480.0,0.37452752
1481.0,0.36499653
1482.0,0.33571581
1483.0,0.35454214
1484.0,0.33574657
1485.0,0.33887472
1486.0,0.33140112
1487.0,0.32318481
1488.0,0.36113804
1489.0,0.30705343
1490.0,0.33576197
1491.0,0.32141846
1492.0,0.30854629
1493.0,0.32219126
1494.0,0.31209449
1495.0,0.27703111
1496.0,0.29393942
1497.0,0.30189952
1498.0,0.30016539
1499.0,0.29369758
1500.0,0.27174045
1501.0,0.28516438
1502.0,0.29511487
1503.0,0.28926766
1504.0,0.26293372
1505.0,0.26306076
1506.0,0.25267465
1507.0,0.26780895
1508.0,0.23610687
1509.0,0.25035876
1510.0,0.25960201
1511.0,0.22594423
1512.0,0.23389514
1513.0,0.23039174
1514.0,0.24000119
1515.0,0.23066976
1516.0,0.22828869
1517.0,0.202077
1518.0,0.20488047
1519.0,0.23057695
1520.0,0.20842545
1521.0,0.20377744
1522.0,0.19416691
1523.0,0.19643238
1524.0,0.17045181
1525.0,0.1797317
1526.0,0.19367241
1527.0,0.16775142
1528.0,0.16231066
1529.0,0.1569086
1530.0,0.16062519
1531.0,0.1545537
1532.0,0.14819098
1533.0,0.1443993
1534.0,0.15304625
1535.0,0.14465687
1536.0,0.14291464
1537.0,0.13026276
1538.0,0.12482222
1539.0,0.12111332
1540.0,0.11827956
1541.0,0.11590456
1542.0,0.11536886
1543.0,0.1046495
1544.0,0.10666126
1545.0,0.089273213
1546.0,0.10562968
1547.0,0.10286224
1548.0,0.093629098
1549.0,0.084229419
1550.0,0.078089346
1551.0,0.070092708
1552.0,0.07825019
1553.0,0.070851737
1554.0,0.070945321
1555.0,0.064801804
1556.0,0.0561442
1557.0,0.057436797
1558.0,0.050290825
1559.0,0.044939565
1560.0,0.0439754
1561.0,0.039063059
1562.0,0.033730374
1563.0,0.032213212
1564.0,0.025891941
1565.0,0.022706751
1566.0,0.018116404
1567.0,0.015241861
1568.0,0.010793695
1569.0,0.0068115537
1570.0,0.0031663651
1571.0,-0.00077560523
1572.0,-0.004772981
1573.0,-0.0089731506
1574.0,-0.012247618
1575.0,-0.015543443
1576.0,-0.020430231
1577.0,-0.023157441
1578.0,-0.030522177
1579.0,-0.035219393
1580.0,-0.035217131
1581.0,-0.041752927
1582.0,-0.042899635
1583.0,-0.048503735
1584.0,-0.051031475
1585.0,-0.056327948
1586.0,-0.060592007
1587.0,-0.064563043
1588.0,-0.066157607
1589.0,-0.071459541
1590.0,-0.074495079
1591.0,-0.086839113
1592.0,-0.085105383
1593.0,-0.091290967
1594.0,-0.10033147
1595.0,-0.095086715
1596.0,-0.090749025
1597.0,-0.10570642
1598.0,-0.1048115
1599.0,-0.11306923
1600.0,-0.11401862
1601.0,-0.12400926
1602.0,-0.1201
1603.0,-0.1285459
1604.0,-0.12979229
1605.0,-0.13176078
1606.0,-0.1472095
1607.0,-0.15381786
1608.0,-0.12904917
1609.0,-0.14717298
1610.0,-0.15704155
1611.0,-0.16481497
1612.0,-0.16445187
1613.0,-0.17106072
1614.0,-0.15973825
1615.0,-0.18663571
1616.0,-0.17728975
1617.0,-0.19847757
1618.0,-0.17906295
1619.0,-0.18682845
1620.0,-0.19933094
1621.0,-0.19784024
1622.0,-0.19836713
1623.0,-0.18931573
1624.0,-0.20079138
1625.0,-0.21260019
1626.0,-0.20906648
1627.0,-0.22280435
1628.0,-0.22666695
1629.0,-0.2340555
1630.0,-0.23337665
1631.0,-0.22525732
1632.0,-0.25144807
1633.0,-0.2398434
1634.0,-0.26519274
1635.0,-0.25813752
1636.0,-0.2610214
1637.0,-0.27263671
1638.0,-0.26932974
1639.0,-0.25295018
1640.0,-0.28641171
1641.0,-0.27692382
1642.0,-0.27230888
1643.0,-0.29589106
1644.0,-0.29770224
1645.0,-0.30245084
1646.0,-0.28045395
1647.0,-0.31369119
1648.0,-0.30833094
1649.0,-0.31967039
1650.0,-0.29565947
1651.0,-0.32863573
1652.0,-0.32265871
1653.0,-0.32412629
1654.0,-0.33388571
1655.0,-0.3476665
1656.0,-0.32947721
1657.0,-0.30490321
1658.0,-0.319099
1659.0,-0.36259075
1660.0,-0.36164204
1661.0,-0.3361557
1662.0,-0.35715033
1663.0,-0.36744588
1664.0,-0.37874281
1665.0,-0.34370758
1666.0,-0.37447394
1667.0,-0.34470217
1668.0,-0.39978947
1669.0,-0.41944557
1670.0,-0.39885824
1671.0,-0.3956506
1672.0,-0.38307741
1673.0,-0.41293419
1674.0,-0.38894506
1675.0,-0.41350272
1676.0,-0.43711354
1677.0,-0.4393734
1678.0,-0.41959248
1679.0,-0.44963935
1680.0,-0.41961546
1681.0,-0.45753063
1682.0,-0.46941079
1683.0,-0.42128605
1684.0,-0.47252698
1685.0,-0.46493065
1686.0,-0.44055797
1687.0,-0.48899521
1688.0,-0.46512715
1689.0,-0.44985598
1690.0,-0.44083007
1691.0,-0.48929317
1692.0,-0.49322366
1693.0,-0.47301215
1694.0,-0.52198392
1695.0,-0.46632575
1696.0,-0.53827138
1697.0,-0.50895442
1698.0,-0.47209466
1699.0,-0.49972846
1700.0,-0.49775661
1701.0,-0.53878762
1702.0,-0.46606895
1703.0,-0.49709144
1704.0,-0.53019525
1705.0,-0.54300966
1706.0,-0.54147066
1707.0,-0.54267305
1708.0,-0.49458552
1709.0,-0.58317663
1710.0,-0.56972335
1711.0,-0.51242127
1712.0,-0.53896613
1713.0,-0.51265048
1714.0,-0.55234073
1715.0,-0.58627946
1716.0,-0.60777369
1717.0,-0.58281933
1718.0,-0.54153223
1719.0,-0.5014863
1720.0,-0.56859214
1721.0,-0.61390986
1722.0,-0.60314848
1723.0,-0.5343166
1724.0,-0.60036874
1725.0,-0.59347435
1726.0,-0.61367762
1727.0,-0.64222716
1728.0,-0.60561429
1729.0,-0.63822401
1730.0,-0.6694139
1731.0,-0.60415048
1732.0,-0.61657948
1733.0,-0.60951609
1734.0,-0.61611864
1735.0,-0.69744024
1736.0,-0.64068911
1737.0,-0.61102639
1738.0,-0.61183258
1739.0,-0.7115561
1740.0,-0.67879562
1741.0,-0.63891155
1742.0,-0.665273
1743.0,-0.65678463
1744.0,-0.69045972
1745.0,-0.69048255
1746.0,-0.68798829
1747.0,-0.67264588
1748.0,-0.71867936
1749.0,-0.69579212
1750.0,-0.69177878
1751.0,-0.68161334
1752.0,-0.67403975
1753.0,-0.69316276
1754.0,-0.76109781
1755.0,-0.7167411
1756.0,-0.74510228
1757.0,-0.7094912
1758.0,-0.73171725
1759.0,-0.75864095
1760.0,-0.68548497
1761.0,-0.68765645
1762.0,-0.72220301
1763.0,-0.69585067
1764.0,-0.77548403
1765.0,-0.74178228
1766.0,-0.70313236
1767.0,-0.78820273
1768.0,-0.76022547
1769.0,-0.74118917
1770.0,-0.79392023
1771.0,-0.71949009
1772.0,-0.7186263
1773.0,-0.81520007
1774.0,-0.79901584
1775.0,-0.72557564
1776.0,-0.80505384
1777.0,-0.82648506
1778.0,-0.79370336
1779.0,-0.80700056
1780.0,-0.81243779
1781.0,-0.79205362
1782.0,-0.81995771
1783.0,-0.84547281
1784.0,-0.76450458
1785.0,-0.7869669
1786.0,-0.79271901
1787.0,-0.77104444
1788.0,-0.74806266
1789.0,-0.85235853
1790.0,-0.83253427
1791.0,-0.86915925
1792.0,-0.84763415
1793.0,-0.8936555
1794.0,-0.84967861
1795.0,-0.89516148
1796.0,-0.86406569
1797.0,-0.87958571
1798.0,-0.78437965
1799.0,-0.81745131
1800.0,-0.94208863
1801.0,-0.89285529
1802.0,-0.8315555
1803.0,-0.92911788
1804.0,-0.91183524
1805.0,-0.88108965
1806.0,-0.82692219
1807.0,-0.94193458
1808.0,-0.96434377
1809.0,-0.97732677
1810.0,-0.86834394
1811.0,-0.86147498
1812.0,-0.88799068
1813.0,-0.95868508
1814.0,-0.98306777
1815.0,-0.90195331
1816.0,-0.99042591
1817.0,-1.0118969
1818.0,-1.0000186
1819.0,-0.9462117
1820.0,-0.92298939
1821.0,-0.92793238
1822.0,-1.051159
1823.0,-1.0283685
1824.0,-1.0390692
1825.0,-0.99307565
1826.0,-0.91325087
1827.0,-1.0077682
1828.0,-0.95280706
1829.0,-0.97682102
1830.0,-1.030565
1831.0,-0.91193162
1832.0,-0.96713497
1833.0,-1.0133474
1834.0,-1.0349502
1835.0,-1.0074167
1836.0,-1.0749161
1837.0,-1.0240885
1838.0,-1.054446
1839.0,-0.99327574
1840.0,-1.0333507
1841.0,-0.95203485
1842.0,-1.1494593
1843.0,-1.0037167
1844.0,-0.99168881
1845.0,-1.1775652
1846.0,-1.0805081
1847.0,-1.0372376
1848.0,-0.94463902
1849.0,-1.0516426
1850.0,-0.99592954
1851.0,-1.0947683
1852.0,-1.0372647
1853.0,-1.0462382
1854.0,-1.046677
1855.0,-1.0944168
1856.0,-1.1035154
1857.0,-1.0418078
1858.0,-1.0865936
1859.0,-1.1108073
1860.0,-1.0843938
1861.0,-1.0198789
1862.0,-1.092829
1863.0,-1.0913556
1864.0,-1.1336523
1865.0,-1.1319764
1866.0,-1.1481691
1867.0,-1.1079203
1868.0,-1.23944
1869.0,-1.2520187
1870.0,-1.0727209
1871.0,-1.0851998
1872.0,-1.2303892
1873.0,-1.099332
1874.0,-1.0971789
1875.0,-1.0069877
1876.0,-1.1619267
1877.0,-1.2394282
1878.0,-1.1130574
1879.0,-1.2040023
1880.0,-1.1515797
1881.0,-1.1181079
1882.0,-1.1746445
1883.0,-1.2358095
1884.0,-1.212156
1885.0,-1.1559917
1886.0,-1.2059486
1887.0,-1.1367941
1888.0,-1.3198986
1889.0,-1.1659096
1890.0,-1.2063524
1891.0,-1.1054626
1892.0,-1.096465
1893.0,-1.0852216
1894.0,-1.2258054
1895.0,-1.1095222
1896.0,-1.2653262
1897.0,-1.3062246
1898.0,-1.1970937
1899.0,-1.1806289
1900.0,-1.3660279
1901.0,-1.2368191
1902.0,-1.1849686
1903.0,-1.0638724
1904.0,-1.2047219
1905.0,-1.171243
1906.0,-1.4423182
1907.0,-1.2235348
1908.0,-1.1576385
1909.0,-1.3484998
1910.0,-1.3018206
1911.0,-1.3333595
1912.0,-1.3336539
1913.0,-1.2223788
1914.0,-1.2611424
1915.0,-1.2982266
1916.0,-1.2373938
1917.0,-1.3064685
1918.0,-1.2985922
1919.0,-1.3930369
1920.0,-1.2419348
1921.0,-1.2989188
1922.0,-1.2355437
1923.0,-1.245909
1924.0,-1.345464
1925.0,-1.2002448
1926.0,-1.2540041
1927.0,-1.3674103
1928.0,-1.3248397
1929.0,-1.3821552
1930.0,-1.3614928
1931.0,-1.3161259
1932.0,-1.4198858
1933.0,-1.4139414
1934.0,-1.2309304
1935.0,-1.4338653
1936.0,-1.2405684
1937.0,-1.3663678
1938.0,-1.4026776
1939.0,-1.3747678
1940.0,-1.3928369
1941.0,-1.3932801
1942.0,-1.4667447
1943.0,-1.4555808
1944.0,-1.3556837
1945.0,-1.3205359
1946.0,-1.3396948
1947.0,-1.3396917
1948.0,-1.3577626
1949.0,-1.3799875
1950.0,-1.3373302
1951.0,-1.4420608
1952.0,-1.4175479
1953.0,-1.2922735
1954.0,-1.4169035
1955.0,-1.4313313
1956.0,-1.3090508
1957.0,-1.3389795
1958.0,-1.4072142
1959.0,-1.4505045
1960.0,-1.247058
1961.0,-1.3443826
1962.0,-1.3513706
1963.0,-1.4576228
1964.0,-1.3078975
1965.0,-1.3937659
1966.0,-1.4332064
1967.0,-1.350766
1968.0,-1.5267968
1969.0,-1.4913181
1970.0,-1.4305024
1971.0,-1.4877689
1972.0,-1.3822806
1973.0,-1.5167762
1974.0,-1.4852275
1975.0,-1.4840106
1976.0,-1.4745106
1977.0,-1.4887459
1978.0,-1.4071147
1979.0,-1.4616526
1980.0,-1.4379281
1981.0,-1.4075974
1982.0,-1.5031835
1983.0,-1.4102265
1984.0,-1.3801916
1985.0,-1.4406192
1986.0,-1.4753316
1987.0,-1.3367968
1988.0,-1.4259704
1989.0,-1.5794862
1990.0,-1.4570115
1991.0,-1.3970774
1992.0,-1.4327876
1993.0,-1.4936327
1994.0,-1.4910184
1995.0,-1.3592881
1996.0,-1.5613834
1997.0,-1.4957595
1998.0,-1.5557525
1999.0,-1.5336687
2000.0,-1.3337081
2001.0,-1.4737212
2002.0,-1.5223066
2003.0,-1.4652127
2004.0,-1.5050359
2005.0,-1.4288327
2006.0,-1.4976576
2007.0,-1.59827
2008.0,-1.5305767
2009.0,-1.5625339
2010.0,-1.7731561
2011.0,-1.4800002
2012.0,-1.5333845
2013.0,-1.5953532
2014.0,-1.5574961
2015.0,-1.5905482
2016.0,-1.5590341
2017.0,-1.581616
2018.0,-1.5038417
2019.0,-1.479575
2020.0,-1.3899441
2021.0,-1.7504218
2022.0,-1.5010936
2023.0,-1.606081
2024.0,-1.5579307
2025.0,-1.6072799
2026.0,-1.550579
2027.0,-1.6042814
2028.0,-1.6430635
2029.0,-1.5582704
2030.0,-1.5661143
2031.0,-1.4044434
2032.0,-1.5719353
2033.0,-1.7514676
2034.0,-1.5627475
2035.0,-1.6123994
2036.0,-1.6041093
2037.0,-1.629554
2038.0,-1.5505025
2039.0,-1.6719518
2040.0,-1.7814882
2041.0,-1.6270395
2042.0,-1.5532797
2043.0,-1.7895561
2044.0,-1.6151029
2045.0,-1.5254728
2046.0,-1.7044606
2047.0,-1.6249823
2048.0,-1.5012741
2049.0,-1.6879224
2050.0,-1.6453722
2051.0,-1.663618
2052.0,-1.4570203
2053.0,-1.6936965
2054.0,-1.7265777
2055.0,-1.681997
2056.0,-1.6553794
2057.0,-1.6464262
2058.0,-1.8035177
2059.0,-1.5249245
2060.0,-1.7040348
2061.0,-1.7846683
2062.0,-1.7759623
2063.0,-1.5887077
2064.0,-1.6136317
2065.0,-1.5959059
2066.0,-1.7617709
2067.0,-1.6399733
2068.0,-1.7238834
2069.0,-1.7454542
2070.0,-1.7111611
2071.0,-1.6782953
2072.0,-1.520377
2073.0,-1.690697
2074.0,-1.8235997
2075.0,-1.6940958
2076.0,-1.6717861
2077.0,-1.7867711
2078.0,-1.7744315
2079.0,-1.669312
2080.0,-1.7367816
2081.0,-1.7621123
2082.0,-1.6194312
2083.0,-1.7488792
2084.0,-1.6000628
2085.0,-1.6995612
2086.0,-1.7617304
2087.0,-1.7065522
2088.0,-1.7887561
2089.0,-1.6762369
2090.0,-1.8106984
2091.0,-1.6777762
2092.0,-1.6807947
2093.0,-1.7721678
2094.0,-1.856748
2095.0,-1.7500323
2096.0,-1.6951471
2097.0,-1.609753
2098.0,-1.7481386
2099.0,-1.7691539
2100.0,-1.7725966
2101.0,-1.8291438
2102.0,-1.7429468
2103.0,-1.6974431
2104.0,-1.7105631
2105.0,-1.6236651
2106.0,-1.7371684
2107.0,-1.7156688
2108.0,-1.5565778
2109.0,-1.672075
2110.0,-1.7365137
2111.0,-1.7114063
2112.0,-1.6935954
2113.0,-1.7986555
2114.0,-1.8741684
2115.0,-1.7482386
2116.0,-1.9481809
2117.0,-1.7398299
2118.0,-1.8578458
2119.0,-1.678766
2120.0,-1.730541
2121.0,-1.8654168
2122.0,-1.7505923
2123.0,-1.5990922
2124.0,-1.7574893
2125.0,-1.7043975
2126.0,-1.8473708
2127.0,-1.8738109
2128.0,-1.9170379
2129.0,-1.832463
2130.0,-1.8282518
2131.0,-1.9753636
2132.0,-1.8603912
2133.0,-1.899166
2134.0,-1.6926147
2135.0,-1.8455114
2136.0,-1.8340778
2137.0,-1.672636
2138.0,-1.7391278
2139.0,-1.8654008
2140.0,-1.7167628
2141.0,-1.8650845
2142.0,-1.9312875
2143.0,-1.7880767
2144.0,-1.7016339
2145.0,-1.8629102
2146.0,-1.6761024
2147.0,-1.8849568
2148.0,-1.7989763
2149.0,-1.8345197
2150.0,-1.8874067
2151.0,-1.7891892
2152.0,-1.9477849
2153.0,-1.8636618
2154.0,-1.878673
2155.0,-1.7651663
2156.0,-1.9514703
2157.0,-1.8361047
2158.0,-1.6440824
2159.0,-1.8297878
2160.0,-1.8466348
2161.0,-1.7215261
2162.0,-1.8988064
2163.0,-1.8614474
2164.0,-1.9427756
2165.0,-1.8828274
2166.0,-1.859764
2167.0,-1.9835081
2168.0,-1.8716416
2169.0,-1.9481162
2170.0,-1.9170761
2171.0,-1.8294458
2172.0,-1.7702893
2173.0,-1.7376588
2174.0,-1.8209819
2175.0,-1.9749332
2176.0,-1.9079023
2177.0,-1.7355199
2178.0,-1.9394674
2179.0,-1.8269387
2180.0,-1.8003735
2181.0,-2.022768
2182.0,-2.0060436
2183.0,-1.8206642
2184.0,-1.9545556
2185.0,-1.8281517
2186.0,-1.9218217
2187.0,-1.8368496
2188.0,-1.9608923
2189.0,-1.928328
2190.0,-1.8944406
2191.0,-1.9448341
2192.0,-1.9507181
2193.0,-1.8382134
2194.0,-1.9398282
2195.0,-1.7794151
2196.0,-2.0137823
2197.0,-2.0193709
2198.0,-1.9169387
2199.0,-1.8570568
2200.0,-2.0098234
2201.0,-1.8719601
2202.0,-1.7947683
2203.0,-1.7615819
2204.0,-1.9067205
2205.0,-1.9705966
2206.0,-1.9042986
2207.0,-1.8836848
2208.0,-1.9174018
2209.0,-1.8867877
2210.0,-1.9056461
2211.0,-1.8156692
2212.0,-2.0334539
2213.0,-1.8239798
2214.0,-1.8477402
2215.0,-1.9010073
2216.0,-1.8234778
2217.0,-1.8590162
2218.0,-1.8614544
2219.0,-1.9031876
2220.0,-1.8858872
2221.0,-1.9858622
2222.0,-2.0546805
2223.0,-1.808253
2224.0,-1.9525736
2225.0,-1.8807866
2226.0,-1.9113994
2227.0,-1.8757244
2228.0,-1.9342012
2229.0,-2.0058606
2230.0,-1.8674991
2231.0,-1.9547008
2232.0,-1.9953724
2233.0,-2.0495962
2234.0,-2.0412634
2235.0,-1.8988439
2236.0,-2.0075601
2237.0,-1.9283654
2238.0,-1.8785179
2239.0,-2.0095795
2240.0,-2.1339431
2241.0,-2.1581088
2242.0,-1.8702876
2243.0,-1.7908166
2244.0,-1.9469664
2245.0,-1.9383196
2246.0,-1.9331824
2247.0,-1.8202053
2248.0,-2.029377
2249.0,-1.7518621
2250.0,-2.1184102
2251.0,-1.9672905
2252.0,-2.0760785
2253.0,-1.8462809
2254.0,-2.0296342
2255.0,-1.9421559
2256.0,-1.8276605
2257.0,-1.9367655
2258.0,-2.163787
2259.0,-1.8200689
2260.0,-2.0491934
2261.0,-1.8416652
2262.0,-2.0242509
2263.0,-1.8044196
2264.0,-1.818826
2265.0,-2.0559986
2266.0,-1.9523955
2267.0,-1.9076523
2268.0,-1.9869886
2269.0,-2.0685107
2270.0,-1.8920627
2271.0,-2.0025399
2272.0,-1.9710643
2273.0,-2.0242721
2274.0,-1.9100317
2275.0,-1.8274376
2276.0,-2.0540988
2277.0,-1.9875931
2278.0,-1.9500319
2279.0,-1.9766933
2280.0,-1.9424773
2281.0,-2.0484498
2282.0,-1.8378453
2283.0,-1.9238156
2284.0,-1.8441973
2285.0,-1.9023184
2286.0,-1.864194
2287.0,-1.9930485
2288.0,-1.9696388
2289.0,-2.0030556
2290.0,-2.0067874
2291.0,-2.0801423
2292.0,-1.9066681
2293.0,-2.0485453
2294.0,-1.9009019
2295.0,-2.0336409
2296.0,-1.9286253
2297.0,-1.9838678
2298.0,-2.0211952
2299.0,-2.0795906
2300.0,-2.0755316
2301.0,-1.9238972
2302.0,-1.9903024
2303.0,-1.9790629
2304.0,-1.8280377
2305.0,-1.9958319
2306.0,-2.0908804
2307.0,-1.9755991
2308.0,-1.9824187
2309.0,-1.9668789
2310.0,-1.9154633
2311.0,-2.081949
2312.0,-2.0684052
2313.0,-1.9896563
2314.0,-1.8711785
2315.0,-2.0969617
2316.0,-2.0223895
2317.0,-1.9666358
2318.0,-1.9471115
2319.0,-1.9950551
2320.0,-2.0970837
2321.0,-1.8943548
2322.0,-1.9775146
2323.0,-1.9861142
2324.0,-1.9722055
2325.0,-2.0256046
2326.0,-1.9803952
2327.0,-2.0368706
2328.0,-1.982876
2329.0,-1.9186131
2330.0,-2.0090123
2331.0,-1.9140995
2332.0,-2.0522115
2333.0,-1.9622844
2334.0,-1.8945078
2335.0,-2.0479505
2336.0,-2.1345514
2337.0,-1.9550359
2338.0,-1.960585
2339.0,-1.8495378
2340.0,-2.0365971
2341.0,-1.8144199
2342.0,-2.0890177
2343.0,-2.0037822
2344.0,-2.108993
2345.0,-1.8099655
2346.0,-2.0993351
2347.0,-2.0159468
2348.0,-2.0110094
2349.0,-2.0644145
2350.0,-2.0230175
2351.0,-1.8740507
2352.0,-2.1609682
2353.0,-1.8936158
2354.0,-2.1838925
2355.0,-2.1063653
2356.0,-2.0541133
2357.0,-2.0658599
2358.0,-1.8301444
2359.0,-1.9417946
2360.0,-1.8250621
2361.0,-1.9151284
2362.0,-2.0306719
2363.0,-2.0512792
2364.0,-1.9829246
2365.0,-2.062528
2366.0,-2.0680401
2367.0,-1.8842247
2368.0,-2.0818574
2369.0,-1.9439816
2370.0,-1.8634752
2371.0,-1.7842789
2372.0,-1.8651679
2373.0,-1.9803486
2374.0,-1.9085946
2375.0,-1.9478621
2376.0,-2.0321689
2377.0,-1.8434961
2378.0,-1.9337071
2379.0,-1.8566099
2380.0,-1.8982192
2381.0,-2.2336027
2382.0,-1.9931555
2383.0,-1.9429255
2384.0,-2.0507296
2385.0,-2.1167941
2386.0,-2.0488261
2387.0,-2.0120557
2388.0,-1.9024872
2389.0,-2.0087709
2390.0,-2.0387757
2391.0,-2.0209122
2392.0,-2.1439031
2393.0,-1.949107
2394.0,-2.0231021
2395.0,-1.8503309
2396.0,-2.0851982
2397.0,-2.1484699
2398.0,-2.087292
2399.0,-2.1192996
2400.0,-1.9666758
2401.0,-1.9364818
2402.0,-1.9048182
2403.0,-2.180219
2404.0,-1.7627942
2405.0,-1.929798
2406.0,-1.8488519
2407.0,-2.1372728
2408.0,-1.9045553
2409.0,-2.1125662
2410.0,-2.111507
2411.0,-2.0333043
2412.0,-1.9930148
2413.0,-1.9556812
2414.0,-1.9059933
2415.0,-2.1534221
2416.0,-1.7493877
2417.0,-1.9571019
2418.0,-1.880004
2419.0,-2.0220269
2420.0,-1.92981
2421.0,-1.8242245
2422.0,-1.8891094
2423.0,-1.9284179
2424.0,-1.9525885
2425.0,-1.9760025
2426.0,-2.1050989
2427.0,-1.8353738
2428.0,-1.9054522
2429.0,-1.8424101
2430.0,-1.9969468
2431.0,-1.9199163
2432.0,-1.9750355
2433.0,-1.9993934
2434.0,-1.8824868
2435.0,-1.8701585
2436.0,-1.9478764
2437.0,-1.9183751
2438.0,-1.9661682
2439.0,-2.133675
2440.0,-1.9664827
2441.0,-1.8907115
2442.0,-1.9423216
2443.0,-2.1141493
2444.0,-1.9972455
2445.0,-1.8262352
2446.0,-2.0249579
2447.0,-1.8843719
2448.0,-1.8840606
2449.0,-1.9464668
2450.0,-1.8475188
2451.0,-1.9786213
2452.0,-2.0929
2453.0,-2.0546173
2454.0,-1.8338433
2455.0,-1.8538487
2456.0,-2.0614603
2457.0,-2.0960156
2458.0,-1.9354219
2459.0,-2.0139816
2460.0,-2.0408001
2461.0,-2.0363696
2462.0,-1.906048
2463.0,-1.9929884
2464.0,-1.8915958
2465.0,-1.8483779
2466.0,-2.0748662
2467.0,-1.9733472
2468.0,-2.0953212
2469.0,-2.0554782
2470.0,-1.8601149
2471.0,-2.0613903
2472.0,-2.0392298
2473.0,-2.1909564
2474.0,-1.7987179
2475.0,-1.9273471
2476.0,-2.0294387
2477.0,-1.9529256
2478.0,-2.0379182
2479.0,-2.1750189
2480.0,-2.008474
2481.0,-1.788616
2482.0,-1.9712969
2483.0,-2.0431298
2484.0,-1.8975148
2485.0,-1.8960088
2486.0,-1.822607
2487.0,-2.042537
2488.0,-1.8404476
2489.0,-1.9825252
2490.0,-2.0690297
2491.0,-1.8690735
2492.0,-1.751395
2493.0,-1.9202028
2494.0,-2.0277751
2495.0,-1.9547875
2496.0,-1.9249831
2497.0,-1.7612246
2498.0,-1.8340504
2499.0,-1.9493994
2500.0,-1.8896623
2501.0,-1.7962736
2502.0,-1.9871311
2503.0,-1.9010226
2504.0,-1.9728866
2505.0,-1.8462777
2506.0,-2.0490762
2507.0,-1.8587842
2508.0,-1.8939849
2509.0,-2.0072794
2510.0,-1.9394612
2511.0,-1.9285996
2512.0,-1.9890793
2513.0,-1.807604
2514.0,-2.0659078
2515.0,-1.9158468
2516.0,-1.9186817
2517.0,-1.8581751
2518.0,-1.9239289
2519.0,-1.9261643
2520.0,-1.9275862
2521.0,-1.9149949
2522.0,-1.8564708
2523.0,-1.9479721
2524.0,-2.0931479
2525.0,-1.7129756
2526.0,-1.9338436
2527.0,-1.9196351
2528.0,-1.8720462
2529.0,-1.9267441
2530.0,-1.8711474
2531.0,-1.7851249
2532.0,-1.8145392
2533.0,-1.9679676
2534.0,-1.8402958
2535.0,-1.857005
2536.0,-2.0492064
2537.0,-1.9979064
2538.0,-1.7573558
2539.0,-2.0285429
2540.0,-1.6646008
2541.0,-1.774915
2542.0,-2.0144642
2543.0,-1.8100727
2544.0,-1.8612465
2545.0,-1.6834226
2546.0,-1.7234507
2547.0,-1.9073383
2548.0,-1.9048474
2549.0,-1.9977325
2550.0,-1.8984939
2551.0,-1.9267108
2552.0,-1.7529529
2553.0,-1.8454453
2554.0,-1.8046388
2555.0,-2.0421588
2556.0,-1.6737525
2557.0,-1.8358595
2558.0,-1.8415629
2559.0,-1.9456011
